Date,Is_Rebalance_Date,Scrip,Sector,Close,Price_252d_Ago,Price_50d_Ago,Price_20d_Ago,Return_252d_%,Return_50d_%,Return_20d_%,Rank_252d,Rank_50d,Rank_20d,Has_252d_Data,Combined_Score_%,Overall_Rank,In_Portfolio,Sharpe_252d,RSI_14,Volatility_%,EMA200,Above_EMA200
2024-01-11,,CPSEETF,ETF - CPSE,68.11,38.37,53.04,62.78,77.51,28.41,8.49,1,1,1,YES,38.14,1,YES,,,,,
2024-01-11,,ICICIB22,ETF - Bharat 22 Index,91.69,57.56,73.82,86.8,59.29,24.21,5.63,2,3,8,YES,29.71,2,YES,,,,,
2024-01-11,,TNIDETF,ETF - Digital,75.84,54.98,64.73,70.88,37.94,17.16,7.0,3,8,3,YES,20.7,3,YES,,,,,
2024-01-11,,JUNIORBEES,ETF - Next 50,580.45,448.58,466.66,543.97,29.4,24.38,6.71,6,2,4,YES,20.16,4,,,,,,
2024-01-11,,LOWVOLIETF,ETF - Top 100,18.6,14.28,16.06,17.8,30.25,15.82,4.49,5,11,14,YES,16.85,5,,,,,,
2024-01-11,,PSUBNKBEES,ETF - PSU Bank,63.3,48.48,54.66,62.06,30.57,15.81,2.0,4,12,20,YES,16.12,6,YES,,,,,
2024-01-11,,FMCGIETF,ETF - FMCG,58.16,45.04,52.83,55.97,29.13,10.09,3.91,7,21,16,YES,14.38,7,YES,,,,,
2024-01-11,,MNC,ETF - MNC,24.17,19.79,21.79,23.42,22.13,10.92,3.2,8,18,19,YES,12.09,8,,,,,,
2024-01-11,,NIFTYBEES,ETF - Top 50,238.87,199.68,211.52,231.15,19.63,12.93,3.34,9,17,18,YES,11.97,9,,,,,,
2024-01-11,,PVTBANIETF,ETF - Pvt Bank,24.47,21.94,22.3,24.35,11.53,9.73,0.49,10,22,27,YES,7.25,10,,,,,,
2024-01-11,,BANKBEES,ETF - Bank,483.4,439.23,439.08,480.64,10.06,10.09,0.57,12,20,26,YES,6.91,11,,,,,,
2024-01-11,,GOLDBEES,ETF - GOLD,52.84,47.63,52.02,51.83,10.94,1.58,1.95,11,25,21,YES,4.82,12,,,,,,
2024-01-11,,GILT5YBEES,ETF - Fixed Income,54.42,50.33,53.12,53.77,8.13,2.45,1.21,13,24,23,YES,3.93,13,,,,,,
2024-01-11,,SILVERBEES,ETF - SILVER,70.43,68.67,70.85,69.69,2.56,-0.59,1.06,14,26,25,YES,1.01,14,,,,,,
2024-01-11,,HDFCSML250,ETF - SmallCap,145.38,,120.93,136.68,,20.22,6.37,22,5,6,NO,13.29,15,,,,,,
2024-01-11,,MID150BEES,ETF - MidCap,179.18,,148.91,170.31,,20.33,5.21,27,4,9,NO,12.77,16,,,,,,
2024-01-11,,PHARMABEES,ETF - Pharma,17.64,,15.02,16.4,,17.44,7.56,28,7,2,NO,12.5,17,,,,,,
2024-01-11,,DIVOPPBEES,ETF - Dividend Opportunities 50,68.23,,56.99,65.04,,19.72,4.9,19,6,12,NO,12.31,18,,,,,,
2024-01-11,,MAKEINDIA,ETF - Manufacturing,112.25,,95.88,106.91,,17.07,4.99,26,9,10,NO,11.03,19,,,,,,
2024-01-11,,AUTOBEES,ETF - Auto,190.18,,163.03,181.68,,16.65,4.68,15,10,13,NO,10.67,20,,,,,,
2024-01-11,,CONSUMBEES,ETF - Consumption,105.0,,91.52,101.08,,14.73,3.88,18,13,17,NO,9.3,21,,,,,,
2024-01-11,,ESG,ETF - Nifty 100 ESG Sector Leaders,35.84,,31.32,34.44,,14.43,4.07,20,14,15,NO,9.25,22,,,,,,
2024-01-11,,ITBEES,ETF - IT,36.72,,32.36,34.99,,13.47,4.94,24,15,11,NO,9.21,23,,,,,,
2024-01-11,,FINIETF,ETF - Fin Services Ex-Bank,22.88,,20.17,22.56,,13.44,1.42,21,16,22,NO,7.43,24,,,,,,
2024-01-11,,HEALTHIETF,ETF - Healthcare,111.5,,,104.56,,,6.64,23,28,5,NO,6.64,25,,,,,,
2024-01-11,,COMMOIETF,ETF - Commodities,77.51,,,73.28,,,5.77,17,27,7,NO,5.77,26,,,,,,
2024-01-11,,BFSI,ETF - Fin Services,21.59,,19.53,21.49,,10.55,0.47,16,19,28,NO,5.51,27,,,,,,
2024-01-11,,LTGILTBEES,ETF - Fixed Income,24.9,,24.24,24.62,,2.72,1.14,25,23,24,NO,1.93,28,,,,,,
2024-01-12,,CPSEETF,ETF - CPSE,68.39,37.65,53.14,62.99,81.65,28.7,8.57,1,1,1,YES,39.64,1,YES,,,,,
2024-01-12,,ICICIB22,ETF - Bharat 22 Index,92.59,56.95,73.98,87.37,62.58,25.16,5.97,2,2,6,YES,31.24,2,YES,,,,,
2024-01-12,,TNIDETF,ETF - Digital,77.91,55.53,64.66,72.99,40.3,20.49,6.74,3,7,4,YES,22.51,3,YES,,,,,
2024-01-12,,JUNIORBEES,ETF - Next 50,581.12,443.37,467.72,550.73,31.07,24.25,5.52,6,3,8,YES,20.28,4,,,,,,
2024-01-12,,PSUBNKBEES,ETF - PSU Bank,64.94,47.69,54.83,62.43,36.17,18.44,4.02,4,9,14,YES,19.54,5,YES,,,,,
2024-01-12,,LOWVOLIETF,ETF - Top 100,18.77,14.17,16.11,17.98,32.46,16.51,4.39,5,13,11,YES,17.79,6,,,,,,
2024-01-12,,FMCGIETF,ETF - FMCG,58.44,44.77,52.76,56.12,30.53,10.77,4.13,7,21,12,YES,15.14,7,YES,,,,,
2024-01-12,,NIFTYBEES,ETF - Top 50,241.73,197.67,210.98,233.99,22.29,14.57,3.31,9,16,19,YES,13.39,8,,,,,,
2024-01-12,,MNC,ETF - MNC,24.15,19.67,21.79,23.49,22.78,10.83,2.81,8,20,20,YES,12.14,9,,,,,,
2024-01-12,,PVTBANIETF,ETF - Pvt Bank,24.62,21.8,22.25,24.75,12.94,10.65,-0.53,10,22,26,YES,7.69,10,,,,,,
2024-01-12,,BANKBEES,ETF - Bank,486.21,435.32,437.51,486.71,11.69,11.13,-0.1,11,18,24,YES,7.57,11,,,,,,
2024-01-12,,GOLDBEES,ETF - GOLD,52.99,48.07,52.06,52.8,10.24,1.79,0.36,12,25,23,YES,4.13,12,,,,,,
2024-01-12,,GILT5YBEES,ETF - Fixed Income,54.48,50.3,53.16,53.96,8.31,2.48,0.96,13,24,22,YES,3.92,13,,,,,,
2024-01-12,,SILVERBEES,ETF - SILVER,70.25,68.73,71.04,72.57,2.21,-1.11,-3.2,14,26,28,YES,-0.7,14,,,,,,
2024-01-12,,DIVOPPBEES,ETF - Dividend Opportunities 50,69.35,,56.99,65.89,,21.69,5.25,19,4,9,NO,13.47,15,,,,,,
2024-01-12,,HDFCSML250,ETF - SmallCap,145.94,,120.94,138.22,,20.67,5.59,22,5,7,NO,13.13,16,,,,,,
2024-01-12,,ITBEES,ETF - IT,38.54,,32.27,36.09,,19.43,6.79,24,8,3,NO,13.11,17,,,,,,
2024-01-12,,PHARMABEES,ETF - Pharma,17.61,,14.92,16.39,,18.03,7.44,28,10,2,NO,12.74,18,,,,,,
2024-01-12,,MID150BEES,ETF - MidCap,179.75,,149.14,172.88,,20.52,3.97,27,6,15,NO,12.25,19,,,,,,
2024-01-12,,MAKEINDIA,ETF - Manufacturing,111.95,,95.47,107.54,,17.26,4.1,26,11,13,NO,10.68,20,,,,,,
2024-01-12,,AUTOBEES,ETF - Auto,189.89,,162.08,182.9,,17.16,3.82,15,12,16,NO,10.49,21,,,,,,
2024-01-12,,ESG,ETF - Nifty 100 ESG Sector Leaders,36.15,,31.4,34.97,,15.13,3.37,20,14,18,NO,9.25,22,,,,,,
2024-01-12,,CONSUMBEES,ETF - Consumption,105.41,,91.64,101.91,,15.03,3.43,18,15,17,NO,9.23,23,,,,,,
2024-01-12,,HEALTHIETF,ETF - Healthcare,111.12,,,104.43,,,6.41,23,28,5,NO,6.41,24,,,,,,
2024-01-12,,FINIETF,ETF - Fin Services Ex-Bank,22.93,,20.4,22.96,,12.4,-0.13,21,17,25,NO,6.14,25,,,,,,
2024-01-12,,BFSI,ETF - Fin Services,21.66,,19.52,21.8,,10.96,-0.64,16,19,27,NO,5.16,26,,,,,,
2024-01-12,,COMMOIETF,ETF - Commodities,77.77,,,73.97,,,5.14,17,27,10,NO,5.14,27,,,,,,
2024-01-12,,LTGILTBEES,ETF - Fixed Income,24.97,,24.27,24.72,,2.88,1.01,25,23,21,NO,1.95,28,,,,,,
2024-01-15,,CPSEETF,ETF - CPSE,69.83,37.82,52.71,64.26,84.64,32.48,8.67,1,1,2,YES,41.93,1,YES,,,,,
2024-01-15,,ICICIB22,ETF - Bharat 22 Index,93.49,57.42,73.53,89.03,62.82,27.15,5.01,2,2,6,YES,31.66,2,YES,,,,,
2024-01-15,,TNIDETF,ETF - Digital,77.91,55.04,64.56,74.4,41.55,20.68,4.72,3,8,10,YES,22.32,3,YES,,,,,
2024-01-15,,JUNIORBEES,ETF - Next 50,582.48,445.94,465.24,551.66,30.62,25.2,5.59,6,3,4,YES,20.47,4,,,,,,
2024-01-15,,PSUBNKBEES,ETF - PSU Bank,65.68,47.79,54.91,64.14,37.43,19.61,2.4,4,9,20,YES,19.82,5,YES,,,,,
2024-01-15,,LOWVOLIETF,ETF - Top 100,18.95,14.27,16.05,18.09,32.8,18.07,4.75,5,13,9,YES,18.54,6,,,,,,
2024-01-15,,FMCGIETF,ETF - FMCG,58.61,45.42,52.57,55.93,29.04,11.49,4.79,7,21,8,YES,15.11,7,YES,,,,,
2024-01-15,,NIFTYBEES,ETF - Top 50,244.07,197.07,209.99,236.62,23.85,16.23,3.15,8,16,18,YES,14.41,8,,,,,,
2024-01-15,,MNC,ETF - MNC,24.15,19.79,21.76,23.37,22.03,10.98,3.34,9,22,17,YES,12.12,9,,,,,,
2024-01-15,,PVTBANIETF,ETF - Pvt Bank,24.78,21.6,22.12,24.84,14.72,12.03,-0.24,10,20,26,YES,8.84,10,,,,,,
2024-01-15,,BANKBEES,ETF - Bank,490.49,431.63,436.45,489.88,13.64,12.38,0.12,11,18,25,YES,8.71,11,,,,,,
2024-01-15,,GOLDBEES,ETF - GOLD,53.25,47.78,51.76,52.81,11.45,2.88,0.83,12,24,21,YES,5.05,12,,,,,,
2024-01-15,,GILT5YBEES,ETF - Fixed Income,54.48,50.34,53.15,54.15,8.22,2.5,0.61,13,25,23,YES,3.78,13,,,,,,
2024-01-15,,SILVERBEES,ETF - SILVER,70.25,66.92,69.71,72.82,4.98,0.77,-3.53,14,26,28,YES,0.74,14,,,,,,
2024-01-15,,DIVOPPBEES,ETF - Dividend Opportunities 50,70.3,,56.67,67.08,,24.05,4.8,19,4,7,NO,14.43,15,,,,,,
2024-01-15,,PHARMABEES,ETF - Pharma,17.81,,14.98,16.37,,18.89,8.8,28,10,1,NO,13.84,16,,,,,,
2024-01-15,,HDFCSML250,ETF - SmallCap,145.94,,120.46,138.87,,21.15,5.09,22,7,5,NO,13.12,17,,,,,,
2024-01-15,,MID150BEES,ETF - MidCap,181.13,,149.02,173.44,,21.55,4.43,27,6,11,NO,12.99,18,,,,,,
2024-01-15,,ITBEES,ETF - IT,39.23,,32.1,37.89,,22.21,3.54,24,5,16,NO,12.87,19,,,,,,
2024-01-15,,MAKEINDIA,ETF - Manufacturing,112.66,,95.22,108.22,,18.32,4.1,26,12,12,NO,11.21,20,,,,,,
2024-01-15,,AUTOBEES,ETF - Auto,190.7,,161.13,183.74,,18.35,3.79,15,11,15,NO,11.07,21,,,,,,
2024-01-15,,CONSUMBEES,ETF - Consumption,105.92,,91.1,101.83,,16.27,4.02,18,15,14,NO,10.14,22,,,,,,
2024-01-15,,ESG,ETF - Nifty 100 ESG Sector Leaders,36.41,,31.17,35.43,,16.81,2.77,20,14,19,NO,9.79,23,,,,,,
2024-01-15,,HEALTHIETF,ETF - Healthcare,112.19,,,104.94,,,6.91,23,28,3,NO,6.91,24,,,,,,
2024-01-15,,FINIETF,ETF - Fin Services Ex-Bank,22.91,,20.24,22.83,,13.19,0.35,21,17,24,NO,6.77,25,,,,,,
2024-01-15,,BFSI,ETF - Fin Services,21.82,,19.46,21.89,,12.13,-0.32,16,19,27,NO,5.9,26,,,,,,
2024-01-15,,COMMOIETF,ETF - Commodities,78.21,,,75.13,,,4.1,17,27,13,NO,4.1,27,,,,,,
2024-01-15,,LTGILTBEES,ETF - Fixed Income,24.98,,24.28,24.81,,2.88,0.69,25,23,22,NO,1.78,28,,,,,,
2024-01-16,,CPSEETF,ETF - CPSE,69.5,37.59,53.05,64.33,84.89,31.01,8.04,1,1,1,YES,41.31,1,YES,,,,,
2024-01-16,,ICICIB22,ETF - Bharat 22 Index,93.84,57.28,74.33,88.75,63.83,26.25,5.74,2,2,2,YES,31.94,2,YES,,,,,
2024-01-16,,TNIDETF,ETF - Digital,78.04,54.38,65.38,75.14,43.51,19.36,3.86,3,8,12,YES,22.24,3,YES,,,,,
2024-01-16,,PSUBNKBEES,ETF - PSU Bank,65.85,47.44,55.84,63.78,38.81,17.93,3.25,4,9,16,YES,19.99,4,YES,,,,,
2024-01-16,,JUNIORBEES,ETF - Next 50,581.81,442.45,471.48,556.22,31.5,23.4,4.6,6,3,6,YES,19.83,5,,,,,,
2024-01-16,,LOWVOLIETF,ETF - Top 100,18.91,14.26,16.13,18.14,32.61,17.23,4.24,5,11,9,YES,18.03,6,,,,,,
2024-01-16,,FMCGIETF,ETF - FMCG,58.62,45.24,53.17,56.12,29.58,10.25,4.45,7,21,8,YES,14.76,7,YES,,,,,
2024-01-16,,NIFTYBEES,ETF - Top 50,243.24,195.72,211.64,236.57,24.28,14.93,2.82,8,15,18,YES,14.01,8,,,,,,
2024-01-16,,MNC,ETF - MNC,24.43,19.79,22.19,23.76,23.45,10.09,2.82,9,22,17,YES,12.12,9,,,,,,
2024-01-16,,PVTBANIETF,ETF - Pvt Bank,24.83,21.31,22.28,24.75,16.52,11.45,0.32,10,19,24,YES,9.43,10,,,,,,
2024-01-16,,BANKBEES,ETF - Bank,489.67,427.41,439.19,488.15,14.57,11.49,0.31,11,18,25,YES,8.79,11,,,,,,
2024-01-16,,GOLDBEES,ETF - GOLD,53.05,47.5,51.85,52.49,11.68,2.31,1.07,12,25,21,YES,5.02,12,,,,,,
2024-01-16,,GILT5YBEES,ETF - Fixed Income,54.52,50.29,53.2,54.1,8.41,2.48,0.78,13,24,22,YES,3.89,13,,,,,,
2024-01-16,,SILVERBEES,ETF - SILVER,70.7,66.88,70.68,72.51,5.71,0.03,-2.5,14,26,28,YES,1.08,14,,,,,,
2024-01-16,,DIVOPPBEES,ETF - Dividend Opportunities 50,70.21,,57.42,67.18,,22.27,4.51,19,4,7,NO,13.39,15,,,,,,
2024-01-16,,HDFCSML250,ETF - SmallCap,146.05,,121.62,139.61,,20.09,4.61,22,5,5,NO,12.35,16,,,,,,
2024-01-16,,MID150BEES,ETF - MidCap,180.4,,150.89,173.34,,19.56,4.07,27,7,10,NO,11.82,17,,,,,,
2024-01-16,,ITBEES,ETF - IT,38.82,,32.38,37.86,,19.89,2.54,24,6,19,NO,11.21,18,,,,,,
2024-01-16,,PHARMABEES,ETF - Pharma,17.61,,15.09,16.72,,16.7,5.32,28,13,4,NO,11.01,19,,,,,,
2024-01-16,,AUTOBEES,ETF - Auto,190.27,,162.25,183.63,,17.27,3.62,15,10,13,NO,10.44,20,,,,,,
2024-01-16,,MAKEINDIA,ETF - Manufacturing,112.48,,96.03,108.83,,17.13,3.35,26,12,15,NO,10.24,21,,,,,,
2024-01-16,,CONSUMBEES,ETF - Consumption,105.76,,92.04,101.74,,14.91,3.95,18,16,11,NO,9.43,22,,,,,,
2024-01-16,,ESG,ETF - Nifty 100 ESG Sector Leaders,36.24,,31.45,35.45,,15.23,2.23,20,14,20,NO,8.73,23,,,,,,
2024-01-16,,FINIETF,ETF - Fin Services Ex-Bank,22.87,,20.46,22.85,,11.78,0.09,21,17,26,NO,5.93,24,,,,,,
2024-01-16,,BFSI,ETF - Fin Services,21.81,,19.59,21.81,,11.33,0.0,16,20,27,NO,5.67,25,,,,,,
2024-01-16,,HEALTHIETF,ETF - Healthcare,110.81,,,105.1,,,5.43,23,28,3,NO,5.43,26,,,,,,
2024-01-16,,COMMOIETF,ETF - Commodities,78.35,,,75.77,,,3.41,17,27,14,NO,3.41,27,,,,,,
2024-01-16,,LTGILTBEES,ETF - Fixed Income,24.98,,24.32,24.81,,2.71,0.69,25,23,23,NO,1.7,28,,,,,,
2024-01-17,,CPSEETF,ETF - CPSE,69.2,37.76,53.63,64.94,83.26,29.03,6.56,1,1,1,YES,39.62,1,YES,,,,,
2024-01-17,,ICICIB22,ETF - Bharat 22 Index,92.87,57.83,74.8,89.37,60.59,24.16,3.92,2,2,6,YES,29.56,2,YES,,,,,
2024-01-17,,TNIDETF,ETF - Digital,77.82,55.04,66.03,75.06,41.39,17.86,3.68,3,6,8,YES,20.97,3,YES,,,,,
2024-01-17,,JUNIORBEES,ETF - Next 50,576.16,446.68,475.8,556.72,28.99,21.09,3.49,6,3,9,YES,17.86,4,,,,,,
2024-01-17,,PSUBNKBEES,ETF - PSU Bank,64.74,47.89,56.04,64.01,35.18,15.52,1.14,4,10,18,YES,17.28,5,YES,,,,,
2024-01-17,,LOWVOLIETF,ETF - Top 100,18.74,14.39,16.22,18.16,30.23,15.54,3.19,5,9,11,YES,16.32,6,,,,,,
2024-01-17,,FMCGIETF,ETF - FMCG,58.2,45.71,53.5,56.71,27.32,8.79,2.63,7,18,14,YES,12.91,7,YES,,,,,
2024-01-17,,NIFTYBEES,ETF - Top 50,238.38,198.28,212.69,236.7,20.22,12.08,0.71,9,16,20,YES,11.0,8,,,,,,
2024-01-17,,MNC,ETF - MNC,24.05,19.84,22.12,23.81,21.22,8.73,1.01,8,19,19,YES,10.32,9,,,,,,
2024-01-17,,PVTBANIETF,ETF - Pvt Bank,23.78,21.47,22.43,24.72,10.76,6.02,-3.8,10,22,27,YES,4.33,10,,,,,,
2024-01-17,,BANKBEES,ETF - Bank,470.54,430.82,442.1,488.59,9.22,6.43,-3.69,12,20,26,YES,3.99,11,,,,,,
2024-01-17,,GOLDBEES,ETF - GOLD,52.67,48.11,51.8,52.59,9.48,1.68,0.15,11,25,23,YES,3.77,12,,,,,,
2024-01-17,,GILT5YBEES,ETF - Fixed Income,54.49,50.4,53.3,54.11,8.12,2.23,0.7,13,24,21,YES,3.68,13,,,,,,
2024-01-17,,SILVERBEES,ETF - SILVER,70.07,67.95,69.82,72.38,3.12,0.36,-3.19,14,26,25,YES,0.1,14,,,,,,
2024-01-17,,DIVOPPBEES,ETF - Dividend Opportunities 50,69.89,,57.74,67.28,,21.04,3.88,19,4,7,NO,12.46,15,,,,,,
2024-01-17,,ITBEES,ETF - IT,38.98,,32.59,37.39,,19.61,4.25,24,5,4,NO,11.93,16,,,,,,
2024-01-17,,HDFCSML250,ETF - SmallCap,144.71,,123.0,139.11,,17.65,4.03,22,7,5,NO,10.84,17,,,,,,
2024-01-17,,MID150BEES,ETF - MidCap,178.47,,151.76,172.66,,17.6,3.36,27,8,10,NO,10.48,18,,,,,,
2024-01-17,,PHARMABEES,ETF - Pharma,17.44,,15.11,16.66,,15.42,4.68,28,11,3,NO,10.05,19,,,,,,
2024-01-17,,AUTOBEES,ETF - Auto,187.49,,163.0,182.41,,15.02,2.78,15,12,13,NO,8.9,20,,,,,,
2024-01-17,,MAKEINDIA,ETF - Manufacturing,110.95,,96.7,108.7,,14.74,2.07,26,13,15,NO,8.4,21,,,,,,
2024-01-17,,CONSUMBEES,ETF - Consumption,105.11,,92.76,102.04,,13.31,3.01,18,14,12,NO,8.16,22,,,,,,
2024-01-17,,ESG,ETF - Nifty 100 ESG Sector Leaders,35.69,,31.66,35.28,,12.73,1.16,20,15,17,NO,6.95,23,,,,,,
2024-01-17,,FINIETF,ETF - Fin Services Ex-Bank,22.67,,20.47,22.8,,10.75,-0.57,21,17,24,NO,5.09,24,,,,,,
2024-01-17,,HEALTHIETF,ETF - Healthcare,110.22,,,105.28,,,4.69,23,28,2,NO,4.69,25,,,,,,
2024-01-17,,COMMOIETF,ETF - Commodities,76.98,,,75.72,,,1.66,17,27,16,NO,1.66,26,,,,,,
2024-01-17,,LTGILTBEES,ETF - Fixed Income,24.96,,24.35,24.81,,2.51,0.6,25,23,22,NO,1.55,27,,,,,,
2024-01-17,,BFSI,ETF - Fin Services,20.88,,19.68,21.79,,6.1,-4.18,16,21,28,NO,0.96,28,,,,,,
2024-01-18,,CPSEETF,ETF - CPSE,68.62,37.81,54.35,63.54,81.49,26.26,7.99,1,1,1,YES,38.58,1,YES,,,,,
2024-01-18,,ICICIB22,ETF - Bharat 22 Index,92.54,57.51,75.64,86.59,60.91,22.34,6.87,2,2,2,YES,30.04,2,YES,,,,,
2024-01-18,,PSUBNKBEES,ETF - PSU Bank,65.14,46.52,55.59,61.58,40.03,17.18,5.78,4,4,6,YES,21.0,3,YES,,,,,
2024-01-18,,TNIDETF,ETF - Digital,77.34,55.17,66.94,72.99,40.18,15.54,5.96,3,6,4,YES,20.56,4,YES,,,,,
2024-01-18,,JUNIORBEES,ETF - Next 50,573.57,445.12,479.7,541.71,28.86,19.57,5.88,6,3,5,YES,18.1,5,,,,,,
2024-01-18,,LOWVOLIETF,ETF - Top 100,18.6,14.3,16.39,17.95,30.07,13.48,3.62,5,7,8,YES,15.72,6,,,,,,
2024-01-18,,MNC,ETF - MNC,24.17,19.82,22.16,23.0,21.95,9.07,5.09,8,9,7,YES,12.03,7,,,,,,
2024-01-18,,FMCGIETF,ETF - FMCG,57.71,45.63,53.82,56.43,26.47,7.23,2.27,7,10,9,YES,11.99,8,YES,,,,,
2024-01-18,,NIFTYBEES,ETF - Top 50,237.51,196.13,214.56,233.25,21.1,10.7,1.83,9,8,10,YES,11.21,9,,,,,,
2024-01-18,,BANKBEES,ETF - Bank,466.59,426.09,444.8,483.27,9.51,4.9,-3.45,11,11,13,YES,3.65,10,,,,,,
2024-01-18,,GILT5YBEES,ETF - Fixed Income,54.51,50.48,53.35,54.15,7.98,2.17,0.66,13,13,11,YES,3.61,11,,,,,,
2024-01-18,,PVTBANIETF,ETF - Pvt Bank,23.5,21.24,22.6,24.44,10.64,3.98,-3.85,10,12,14,YES,3.59,12,,,,,,
2024-01-18,,GOLDBEES,ETF - GOLD,52.49,47.96,51.75,52.83,9.45,1.43,-0.64,12,14,12,YES,3.41,13,,,,,,
2024-01-18,,SILVERBEES,ETF - SILVER,69.85,67.08,70.77,72.66,4.13,-1.3,-3.87,14,15,15,YES,-0.35,14,,,,,,
2024-01-18,,HDFCSML250,ETF - SmallCap,144.34,,124.39,135.21,,16.04,6.75,15,5,3,NO,11.4,15,,,,,,
2024-01-19,,CPSEETF,ETF - CPSE,70.08,37.56,54.41,64.59,86.58,28.8,8.5,1,1,1,YES,41.29,1,YES,,,,,
2024-01-19,,ICICIB22,ETF - Bharat 22 Index,94.32,57.58,76.0,88.1,63.81,24.11,7.06,2,2,2,YES,31.66,2,YES,,,,,
2024-01-19,,TNIDETF,ETF - Digital,78.61,54.79,67.03,74.59,43.48,17.28,5.39,3,5,6,YES,22.05,3,YES,,,,,
2024-01-19,,PSUBNKBEES,ETF - PSU Bank,65.97,46.83,55.68,62.47,40.87,18.48,5.6,4,4,5,YES,21.65,4,YES,,,,,
2024-01-19,,JUNIORBEES,ETF - Next 50,581.62,442.8,483.7,547.74,31.35,20.24,6.19,6,3,4,YES,19.26,5,,,,,,
2024-01-19,,LOWVOLIETF,ETF - Top 100,18.75,14.18,16.46,18.03,32.23,13.91,3.99,5,7,7,YES,16.71,6,,,,,,
2024-01-19,,FMCGIETF,ETF - FMCG,58.48,45.12,53.78,56.69,29.61,8.74,3.16,7,10,9,YES,13.84,7,YES,,,,,
2024-01-19,,MNC,ETF - MNC,24.4,19.89,22.3,23.54,22.67,9.42,3.65,8,9,8,YES,11.92,8,,,,,,
2024-01-19,,NIFTYBEES,ETF - Top 50,239.15,196.13,214.49,234.6,21.93,11.5,1.94,9,8,10,YES,11.79,9,,,,,,
2024-01-19,,GOLDBEES,ETF - GOLD,52.84,48.02,51.36,52.86,10.04,2.88,-0.04,11,13,12,YES,4.29,10,,,,,,
2024-01-19,,GILT5YBEES,ETF - Fixed Income,54.54,50.52,53.38,54.15,7.96,2.17,0.72,13,14,11,YES,3.62,11,,,,,,
2024-01-19,,BANKBEES,ETF - Bank,466.14,428.0,445.81,488.21,8.91,4.56,-4.52,12,11,15,YES,2.98,12,,,,,,
2024-01-19,,PVTBANIETF,ETF - Pvt Bank,23.51,21.35,22.76,24.62,10.12,3.3,-4.51,10,12,14,YES,2.97,13,,,,,,
2024-01-19,,SILVERBEES,ETF - SILVER,70.16,67.54,70.04,73.14,3.88,0.17,-4.07,14,15,13,YES,-0.01,14,,,,,,
2024-01-19,,HDFCSML250,ETF - SmallCap,146.09,,124.79,137.14,,17.07,6.53,22,6,3,NO,11.8,15,,,,,,
2024-01-19,,AUTOBEES,ETF - Auto,189.42,,,,,,,15,16,16,NO,,16,,,,,,
2024-01-19,,BFSI,ETF - Fin Services,20.78,,,,,,,16,17,17,NO,,17,,,,,,
2024-01-19,,COMMOIETF,ETF - Commodities,77.46,,,,,,,17,18,18,NO,,18,,,,,,
2024-01-19,,CONSUMBEES,ETF - Consumption,105.95,,,,,,,18,19,19,NO,,19,,,,,,
2024-01-19,,DIVOPPBEES,ETF - Dividend Opportunities 50,70.73,,,,,,,19,20,20,NO,,20,,,,,,
2024-01-19,,ESG,ETF - Nifty 100 ESG Sector Leaders,35.82,,,,,,,20,21,21,NO,,21,,,,,,
2024-01-19,,FINIETF,ETF - Fin Services Ex-Bank,22.81,,,,,,,21,22,22,NO,,22,,,,,,
2024-01-19,,HEALTHIETF,ETF - Healthcare,111.39,,,,,,,23,23,23,NO,,23,,,,,,
2024-01-19,,ITBEES,ETF - IT,39.21,,,,,,,24,24,24,NO,,24,,,,,,
2024-01-19,,LTGILTBEES,ETF - Fixed Income,24.95,,,,,,,25,25,25,NO,,25,,,,,,
2024-01-19,,MAKEINDIA,ETF - Manufacturing,112.25,,,,,,,26,26,26,NO,,26,,,,,,
2024-01-19,,MID150BEES,ETF - MidCap,180.86,,,,,,,27,27,27,NO,,27,,,,,,
2024-01-19,,PHARMABEES,ETF - Pharma,17.65,,,,,,,28,28,28,NO,,28,,,,,,
2024-01-23,YES,CPSEETF,ETF - CPSE,68.79,37.59,54.81,64.95,83.0,25.51,5.91,1,1,1,YES,38.14,1,YES,4.05,59.3,15.2,53.35,YES
2024-01-23,YES,ICICIB22,ETF - Bharat 22 Index,91.81,57.4,76.25,88.59,59.95,20.41,3.63,2,2,3,YES,28.0,2,YES,3.77,51.8,12.7,75.48,YES
2024-01-23,YES,TNIDETF,ETF - Digital,77.07,54.76,67.4,74.47,40.74,14.35,3.49,3,5,4,YES,19.53,3,YES,2.27,65.3,15.6,65.48,YES
2024-01-23,YES,PSUBNKBEES,ETF - PSU Bank,64.48,46.67,55.7,62.06,38.16,15.76,3.9,4,4,2,YES,19.27,4,YES,1.45,53.7,24.4,53.99,YES
2024-01-23,YES,JUNIORBEES,ETF - Next 50,566.94,443.76,486.12,552.45,27.76,16.63,2.62,6,3,6,YES,15.67,5,,2.03,50.2,12.5,488.35,YES
2024-01-23,YES,LOWVOLIETF,ETF - Top 100,18.4,14.26,16.47,18.19,29.03,11.72,1.15,5,7,7,YES,13.97,6,,2.89,42.0,9.0,16.46,YES
2024-01-23,YES,FMCGIETF,ETF - FMCG,56.91,44.94,54.16,57.03,26.64,5.08,-0.21,7,10,10,YES,10.5,7,YES,2.27,31.5,10.7,53.68,YES
