Date,Is_Rebalance_Date,Scrip,Sector,Close,Price_252d_Ago,Price_50d_Ago,Price_20d_Ago,Return_252d_%,Return_50d_%,Return_20d_%,Rank_252d,Rank_50d,Rank_20d,Has_252d_Data,Combined_Score_%,Overall_Rank,In_Portfolio,Sharpe_252d,RSI_14,Volatility_%,EMA200,Above_EMA200
2023-01-02,YES,PSUBNKBEES,ETF - PSU Bank,48.24,27.55,35.62,46.09,75.1,35.43,4.66,1,1,1,YES,38.4,1,YES,2.01,42.7,30.2,36.19,YES
2023-01-02,YES,ICICIB22,ETF - Bharat 22 Index,57.68,44.36,54.14,57.58,30.03,6.54,0.17,3,5,4,YES,12.25,2,YES,1.62,44.8,17.1,52.57,YES
2023-01-02,YES,CPSEETF,ETF - CPSE,38.48,29.52,36.95,39.27,30.35,4.14,-2.01,2,8,10,YES,10.83,3,YES,1.38,48.0,20.8,36.01,YES
2023-01-02,YES,BANKBEES,ETF - Bank,437.18,354.38,405.96,437.9,23.36,7.69,-0.16,5,4,6,YES,10.3,4,YES,1.16,42.4,19.7,395.51,YES
2023-01-02,YES,PVTBANIETF,ETF - Pvt Bank,21.82,17.66,20.51,21.89,23.56,6.39,-0.32,4,6,7,YES,9.87,5,YES,1.09,44.7,21.6,19.74,YES
2023-01-02,YES,GOLDBEES,ETF - GOLD,47.17,41.61,43.04,46.09,13.36,9.6,2.34,7,3,3,YES,8.43,6,,1.12,66.7,11.8,44.49,YES
2023-01-02,YES,FMCGIETF,ETF - FMCG,45.19,37.19,45.08,46.21,21.51,0.24,-2.21,6,16,11,YES,6.52,7,,1.39,27.1,14.8,42.68,YES
2023-01-02,YES,NIFTYBEES,ETF - Top 50,199.34,186.3,191.44,204.44,7.0,4.13,-2.49,8,9,12,YES,2.88,8,,0.51,38.0,15.8,190.36,YES
2023-01-02,YES,LOWVOLIETF,ETF - Top 100,14.28,13.91,13.98,14.78,2.66,2.15,-3.38,9,11,17,YES,0.47,9,,0.25,28.9,15.0,13.92,YES
2023-01-02,YES,JUNIORBEES,ETF - Next 50,445.65,441.06,448.14,463.74,1.04,-0.56,-3.9,10,18,20,YES,-1.14,10,,0.15,35.8,18.5,440.16,YES
2023-01-02,YES,PHARMABEES,ETF - Pharma,12.68,13.82,13.19,13.19,-8.25,-3.87,-3.87,11,20,19,YES,-5.33,11,,-0.44,38.9,16.4,13.01,NO
2023-01-02,YES,SILVERBEES,ETF - SILVER,67.67,,55.81,65.11,,21.25,3.93,21,2,2,NO,12.59,12,,0,59.3,0,61.33,YES
2023-01-02,YES,LTGILTBEES,ETF - Fixed Income,23.05,,22.54,23.03,,2.26,0.09,18,10,5,NO,1.17,13,,0,47.4,0,,
2023-01-02,YES,GILT5YBEES,ETF - Fixed Income,50.24,,49.31,50.42,,1.89,-0.36,16,13,8,NO,0.76,14,,0,44.3,0,,
2023-01-02,YES,DIVOPPBEES,ETF - Dividend Opportunities 50,47.83,,45.87,49.28,,4.27,-2.94,14,7,15,NO,0.67,15,,0,36.7,0,,
2023-01-02,YES,MID150BEES,ETF - MidCap,121.91,,119.61,125.67,,1.92,-2.99,19,12,16,NO,-0.53,16,,0,39.7,0,,
2023-01-02,YES,MNC,ETF - MNC,19.83,,19.78,20.35,,0.25,-2.56,20,15,13,NO,-1.15,17,,0,31.5,0,,
2023-01-02,YES,AUTOBEES,ETF - Auto,127.88,,128.53,131.45,,-0.51,-2.72,12,17,14,NO,-1.61,18,,0,41.7,0,,
2023-01-02,YES,FINIETF,ETF - Fin Services Ex-Bank,16.97,,,17.27,,,-1.74,15,22,9,NO,-1.74,19,,0,44.3,0,,
2023-01-02,YES,ITBEES,ETF - IT,29.87,,29.4,32.23,,1.6,-7.32,17,14,21,NO,-2.86,20,,0,37.1,0,,
2023-01-02,YES,CONSUMBEES,ETF - Consumption,82.37,,84.82,85.52,,-2.89,-3.68,13,19,18,NO,-3.29,21,,0,30.3,0,,
2023-01-02,YES,TNIDETF,ETF - Digital,52.63,,55.71,58.78,,-5.53,-10.46,22,21,22,NO,-8.0,22,,0,24.5,0,,
2023-01-03,,PSUBNKBEES,ETF - PSU Bank,48.48,27.71,36.29,46.85,74.95,33.59,3.48,1,1,3,YES,37.34,1,YES,,,,,
2023-01-03,,ICICIB22,ETF - Bharat 22 Index,57.56,44.27,54.3,57.46,30.02,6.0,0.17,3,5,6,YES,12.07,2,YES,,,,,
2023-01-03,,CPSEETF,ETF - CPSE,38.37,29.42,36.73,39.2,30.42,4.47,-2.12,2,7,11,YES,10.92,3,YES,,,,,
2023-01-03,,BANKBEES,ETF - Bank,439.23,353.06,412.12,436.77,24.41,6.58,0.56,4,4,5,YES,10.52,4,YES,,,,,
2023-01-03,,GOLDBEES,ETF - GOLD,47.63,41.5,42.73,45.82,14.77,11.47,3.95,7,3,2,YES,10.06,5,,,,,,
2023-01-03,,PVTBANIETF,ETF - Pvt Bank,21.94,17.68,20.88,21.78,24.1,5.08,0.73,5,6,4,YES,9.97,6,YES,,,,,
2023-01-03,,FMCGIETF,ETF - FMCG,45.04,37.17,45.06,46.19,21.17,-0.04,-2.49,6,17,15,YES,6.21,7,,,,,,
2023-01-03,,NIFTYBEES,ETF - Top 50,199.68,186.12,191.52,204.14,7.29,4.26,-2.18,8,8,12,YES,3.12,8,,,,,,
2023-01-03,,LOWVOLIETF,ETF - Top 100,14.28,13.9,13.92,14.73,2.73,2.59,-3.05,9,12,17,YES,0.76,9,,,,,,
2023-01-03,,JUNIORBEES,ETF - Next 50,448.58,440.13,442.4,463.63,1.92,1.4,-3.25,10,15,18,YES,0.02,10,,,,,,
2023-01-03,,PHARMABEES,ETF - Pharma,12.75,14.08,13.11,13.1,-9.45,-2.75,-2.67,11,20,16,YES,-4.95,11,,,,,,
2023-01-03,,SILVERBEES,ETF - SILVER,68.67,,55.35,64.12,,24.07,7.1,21,2,1,NO,15.58,12,,,,,,
2023-01-03,,LTGILTBEES,ETF - Fixed Income,23.07,,22.49,23.04,,2.58,0.13,18,13,7,NO,1.35,13,,,,,,
2023-01-03,,GILT5YBEES,ETF - Fixed Income,50.33,,49.29,50.4,,2.11,-0.14,16,14,8,NO,0.99,14,,,,,,
2023-01-03,,DIVOPPBEES,ETF - Dividend Opportunities 50,47.8,,45.96,48.89,,4.0,-2.23,14,9,13,NO,0.89,15,,,,,,
2023-01-03,,MID150BEES,ETF - MidCap,122.7,,119.01,124.58,,3.1,-1.51,19,10,9,NO,0.8,16,,,,,,
2023-01-03,,ITBEES,ETF - IT,30.18,,29.32,31.74,,2.93,-4.91,17,11,20,NO,-0.99,17,,,,,,
2023-01-03,,AUTOBEES,ETF - Auto,127.8,,128.13,130.84,,-0.26,-2.32,12,18,14,NO,-1.29,18,,,,,,
2023-01-03,,FINIETF,ETF - Fin Services Ex-Bank,16.93,,,17.22,,,-1.68,15,22,10,NO,-1.68,19,,,,,,
2023-01-03,,MNC,ETF - MNC,19.79,,19.6,21.33,,0.97,-7.22,20,16,22,NO,-3.13,20,,,,,,
2023-01-03,,TNIDETF,ETF - Digital,54.98,,55.43,58.16,,-0.81,-5.47,22,19,21,NO,-3.14,21,,,,,,
2023-01-03,,CONSUMBEES,ETF - Consumption,82.53,,84.97,85.51,,-2.87,-3.48,13,21,19,NO,-3.18,22,,,,,,
2023-01-04,,PSUBNKBEES,ETF - PSU Bank,47.69,27.13,37.18,46.83,75.78,28.27,1.84,1,1,3,YES,35.3,1,YES,,,,,
2023-01-04,,ICICIB22,ETF - Bharat 22 Index,56.95,44.04,54.86,57.57,29.31,3.81,-1.08,2,5,8,YES,10.68,2,YES,,,,,
2023-01-04,,GOLDBEES,ETF - GOLD,48.07,41.22,43.48,45.84,16.62,10.56,4.86,7,3,2,YES,10.68,3,,,,,,
2023-01-04,,BANKBEES,ETF - Bank,435.32,354.04,416.7,435.34,22.96,4.47,-0.0,5,4,6,YES,9.14,4,YES,,,,,
2023-01-04,,PVTBANIETF,ETF - Pvt Bank,21.8,17.63,21.13,21.68,23.65,3.17,0.55,4,6,4,YES,9.13,5,YES,,,,,
2023-01-04,,CPSEETF,ETF - CPSE,37.65,29.77,37.0,38.84,26.47,1.76,-3.06,3,11,14,YES,8.39,6,YES,,,,,
2023-01-04,,FMCGIETF,ETF - FMCG,44.77,37.22,45.02,46.65,20.28,-0.56,-4.03,6,17,19,YES,5.23,7,,,,,,
2023-01-04,,NIFTYBEES,ETF - Top 50,197.67,186.14,193.17,202.87,6.19,2.33,-2.56,8,9,12,YES,1.99,8,,,,,,
2023-01-04,,LOWVOLIETF,ETF - Top 100,14.17,13.96,14.09,14.75,1.5,0.57,-3.93,9,15,17,YES,-0.62,9,,,,,,
2023-01-04,,JUNIORBEES,ETF - Next 50,443.37,437.16,445.19,464.55,1.42,-0.41,-4.56,10,16,21,YES,-1.18,10,,,,,,
2023-01-04,,PHARMABEES,ETF - Pharma,12.75,14.15,13.43,13.01,-9.89,-5.06,-2.0,11,21,10,YES,-5.65,11,,,,,,
2023-01-04,,SILVERBEES,ETF - SILVER,68.73,,56.93,63.83,,20.73,7.68,21,2,1,NO,14.2,12,,,,,,
2023-01-04,,LTGILTBEES,ETF - Fixed Income,23.06,,22.45,23.02,,2.72,0.17,18,7,5,NO,1.45,13,,,,,,
2023-01-04,,GILT5YBEES,ETF - Fixed Income,50.3,,49.39,50.36,,1.84,-0.12,16,10,7,NO,0.86,14,,,,,,
2023-01-04,,DIVOPPBEES,ETF - Dividend Opportunities 50,47.45,,46.29,48.97,,2.51,-3.1,14,8,15,NO,-0.3,15,,,,,,
2023-01-04,,MID150BEES,ETF - MidCap,121.39,,120.69,124.28,,0.58,-2.33,19,14,11,NO,-0.87,16,,,,,,
2023-01-04,,FINIETF,ETF - Fin Services Ex-Bank,16.9,,,17.14,,,-1.4,15,22,9,NO,-1.4,17,,,,,,
2023-01-04,,MNC,ETF - MNC,19.67,,19.52,20.46,,0.77,-3.86,20,13,16,NO,-1.55,18,,,,,,
2023-01-04,,ITBEES,ETF - IT,29.89,,29.63,31.46,,0.88,-4.99,17,12,22,NO,-2.06,19,,,,,,
2023-01-04,,AUTOBEES,ETF - Auto,126.54,,129.51,130.25,,-2.29,-2.85,12,19,13,NO,-2.57,20,,,,,,
2023-01-04,,TNIDETF,ETF - Digital,55.53,,56.21,57.81,,-1.21,-3.94,22,18,18,NO,-2.58,21,,,,,,
2023-01-04,,CONSUMBEES,ETF - Consumption,81.84,,86.08,85.65,,-4.93,-4.45,13,20,20,NO,-4.69,22,,,,,,
2023-01-05,,PSUBNKBEES,ETF - PSU Bank,47.79,27.61,38.0,48.67,73.09,25.76,-1.81,1,1,8,YES,32.35,1,YES,,,,,
2023-01-05,,ICICIB22,ETF - Bharat 22 Index,57.42,44.39,55.07,57.88,29.35,4.27,-0.79,2,4,6,YES,10.94,2,YES,,,,,
2023-01-05,,GOLDBEES,ETF - GOLD,47.78,41.48,43.17,46.06,15.19,10.68,3.73,7,3,1,YES,9.87,3,,,,,,
2023-01-05,,CPSEETF,ETF - CPSE,37.82,29.68,37.08,38.7,27.43,2.0,-2.27,3,11,11,YES,9.05,4,YES,,,,,
2023-01-05,,PVTBANIETF,ETF - Pvt Bank,21.6,17.84,20.94,21.92,21.08,3.15,-1.46,4,7,7,YES,7.59,5,YES,,,,,
2023-01-05,,BANKBEES,ETF - Bank,431.63,357.51,415.39,440.5,20.73,3.91,-2.01,5,5,9,YES,7.54,6,YES,,,,,
2023-01-05,,FMCGIETF,ETF - FMCG,45.42,37.75,44.58,46.79,20.32,1.88,-2.93,6,12,15,YES,6.42,7,,,,,,
2023-01-05,,NIFTYBEES,ETF - Top 50,197.07,187.79,192.49,203.62,4.94,2.38,-3.22,8,9,17,YES,1.37,8,,,,,,
2023-01-05,,LOWVOLIETF,ETF - Top 100,14.27,14.05,13.97,14.76,1.57,2.15,-3.32,9,10,18,YES,0.13,9,,,,,,
2023-01-05,,JUNIORBEES,ETF - Next 50,445.94,443.82,443.65,466.47,0.48,0.52,-4.4,10,16,20,YES,-1.14,10,,,,,,
2023-01-05,,PHARMABEES,ETF - Pharma,12.85,14.23,13.21,12.87,-9.7,-2.73,-0.16,11,20,5,YES,-4.19,11,,,,,,
2023-01-05,,SILVERBEES,ETF - SILVER,66.92,,56.52,64.56,,18.4,3.66,21,2,2,NO,11.03,12,,,,,,
2023-01-05,,LTGILTBEES,ETF - Fixed Income,23.07,,22.5,23.03,,2.53,0.17,18,8,4,NO,1.35,13,,,,,,
2023-01-05,,GILT5YBEES,ETF - Fixed Income,50.34,,49.49,50.25,,1.72,0.18,16,13,3,NO,0.95,14,,,,,,
2023-01-05,,DIVOPPBEES,ETF - Dividend Opportunities 50,47.76,,46.15,49.14,,3.49,-2.81,14,6,14,NO,0.34,15,,,,,,
2023-01-05,,MID150BEES,ETF - MidCap,121.68,,119.76,124.59,,1.6,-2.34,19,15,12,NO,-0.37,16,,,,,,
2023-01-05,,MNC,ETF - MNC,19.79,,19.46,20.41,,1.7,-3.04,20,14,16,NO,-0.67,17,,,,,,
2023-01-05,,AUTOBEES,ETF - Auto,127.9,,130.91,130.59,,-2.3,-2.06,12,19,10,NO,-2.18,18,,,,,,
2023-01-05,,FINIETF,ETF - Fin Services Ex-Bank,16.73,,,17.15,,,-2.45,15,22,13,NO,-2.45,19,,,,,,
2023-01-05,,ITBEES,ETF - IT,29.73,,29.72,31.4,,0.03,-5.32,17,17,22,NO,-2.64,20,,,,,,
2023-01-05,,TNIDETF,ETF - Digital,55.04,,56.03,57.69,,-1.77,-4.59,22,18,21,NO,-3.18,21,,,,,,
2023-01-05,,CONSUMBEES,ETF - Consumption,82.44,,84.86,85.55,,-2.85,-3.64,13,21,19,NO,-3.24,22,,,,,,
2023-01-06,,PSUBNKBEES,ETF - PSU Bank,47.44,28.34,38.26,47.77,67.4,23.99,-0.69,1,1,5,YES,30.23,1,YES,,,,,
2023-01-06,,ICICIB22,ETF - Bharat 22 Index,57.28,45.12,55.57,57.88,26.95,3.08,-1.04,2,4,7,YES,9.66,2,YES,,,,,
2023-01-06,,GOLDBEES,ETF - GOLD,47.5,41.73,43.46,46.11,13.83,9.3,3.01,7,3,1,YES,8.71,3,,,,,,
2023-01-06,,CPSEETF,ETF - CPSE,37.59,30.1,37.6,38.43,24.88,-0.03,-2.19,3,15,10,YES,7.56,4,YES,,,,,
2023-01-06,,FMCGIETF,ETF - FMCG,45.24,37.78,44.68,47.14,19.75,1.25,-4.03,4,11,19,YES,5.66,5,,,,,,
2023-01-06,,BANKBEES,ETF - Bank,427.41,366.82,416.94,440.98,16.52,2.51,-3.08,5,5,15,YES,5.32,6,YES,,,,,
2023-01-06,,PVTBANIETF,ETF - Pvt Bank,21.31,18.3,21.08,21.92,16.45,1.09,-2.78,6,13,14,YES,4.92,7,YES,,,,,
2023-01-06,,NIFTYBEES,ETF - Top 50,195.72,190.72,193.45,202.48,2.62,1.17,-3.34,8,12,17,YES,0.15,8,,,,,,
2023-01-06,,LOWVOLIETF,ETF - Top 100,14.26,14.16,14.01,14.64,0.71,1.78,-2.6,9,7,12,YES,-0.03,9,,,,,,
2023-01-06,,JUNIORBEES,ETF - Next 50,442.45,446.81,447.78,463.87,-0.98,-1.19,-4.62,10,16,22,YES,-2.26,10,,,,,,
2023-01-06,,PHARMABEES,ETF - Pharma,12.78,14.17,13.36,12.9,-9.81,-4.34,-0.93,11,21,6,YES,-5.03,11,,,,,,
2023-01-06,,SILVERBEES,ETF - SILVER,66.88,,57.37,65.28,,16.58,2.45,21,2,2,NO,9.51,12,,,,,,
2023-01-06,,LTGILTBEES,ETF - Fixed Income,23.01,,22.63,23.01,,1.68,0.0,18,8,3,NO,0.84,13,,,,,,
2023-01-06,,GILT5YBEES,ETF - Fixed Income,50.29,,49.56,50.31,,1.47,-0.04,16,10,4,NO,0.72,14,,,,,,
2023-01-06,,DIVOPPBEES,ETF - Dividend Opportunities 50,47.35,,46.3,48.64,,2.27,-2.65,14,6,13,NO,-0.19,15,,,,,,
2023-01-06,,MNC,ETF - MNC,19.79,,19.49,20.43,,1.54,-3.13,20,9,16,NO,-0.8,16,,,,,,
2023-01-06,,MID150BEES,ETF - MidCap,121.18,,120.52,124.31,,0.55,-2.52,19,14,11,NO,-0.99,17,,,,,,
2023-01-06,,FINIETF,ETF - Fin Services Ex-Bank,16.94,,,17.17,,,-1.34,15,22,8,NO,-1.34,18,,,,,,
2023-01-06,,AUTOBEES,ETF - Auto,127.67,,131.03,129.95,,-2.56,-1.75,12,18,9,NO,-2.16,19,,,,,,
2023-01-06,,ITBEES,ETF - IT,29.18,,29.66,30.44,,-1.62,-4.14,17,17,21,NO,-2.88,20,,,,,,
2023-01-06,,TNIDETF,ETF - Digital,54.38,,56.26,56.71,,-3.34,-4.11,22,19,20,NO,-3.73,21,,,,,,
2023-01-06,,CONSUMBEES,ETF - Consumption,82.03,,85.56,85.46,,-4.13,-4.01,13,20,18,NO,-4.07,22,,,,,,
2023-01-09,,PSUBNKBEES,ETF - PSU Bank,47.89,28.54,38.11,48.2,67.8,25.66,-0.64,1,1,7,YES,30.94,1,YES,,,,,
2023-01-09,,GOLDBEES,ETF - GOLD,48.11,41.46,43.28,46.19,16.04,11.16,4.16,7,3,1,YES,10.45,2,,,,,,
2023-01-09,,ICICIB22,ETF - Bharat 22 Index,57.83,45.78,55.59,58.13,26.32,4.03,-0.52,2,4,6,YES,9.94,3,YES,,,,,
2023-01-09,,CPSEETF,ETF - CPSE,37.76,30.78,37.9,38.59,22.68,-0.37,-2.15,3,17,14,YES,6.72,4,YES,,,,,
2023-01-09,,FMCGIETF,ETF - FMCG,45.71,37.92,44.72,47.21,20.54,2.21,-3.18,4,9,19,YES,6.53,5,,,,,,
2023-01-09,,BANKBEES,ETF - Bank,430.82,370.85,414.18,441.77,16.17,4.02,-2.48,6,5,16,YES,5.9,6,YES,,,,,
2023-01-09,,PVTBANIETF,ETF - Pvt Bank,21.47,18.44,20.98,22.03,16.43,2.34,-2.54,5,7,17,YES,5.41,7,YES,,,,,
2023-01-09,,NIFTYBEES,ETF - Top 50,198.28,192.46,193.96,202.61,3.02,2.23,-2.14,8,8,13,YES,1.04,8,,,,,,
2023-01-09,,LOWVOLIETF,ETF - Top 100,14.39,14.24,14.11,14.67,1.05,1.98,-1.91,9,10,12,YES,0.38,9,,,,,,
2023-01-09,,JUNIORBEES,ETF - Next 50,446.68,448.53,446.94,463.88,-0.41,-0.06,-3.71,10,16,22,YES,-1.39,10,,,,,,
2023-01-09,,PHARMABEES,ETF - Pharma,12.86,14.02,13.2,12.89,-8.27,-2.58,-0.23,11,19,5,YES,-3.69,11,,,,,,
2023-01-09,,SILVERBEES,ETF - SILVER,67.95,,57.21,66.11,,18.77,2.78,21,2,2,NO,10.78,12,,,,,,
2023-01-09,,DIVOPPBEES,ETF - Dividend Opportunities 50,48.17,,46.57,48.52,,3.44,-0.72,14,6,8,NO,1.36,13,,,,,,
2023-01-09,,GILT5YBEES,ETF - Fixed Income,50.4,,49.56,50.32,,1.69,0.16,16,12,3,NO,0.93,14,,,,,,
2023-01-09,,LTGILTBEES,ETF - Fixed Income,23.04,,22.67,23.05,,1.63,-0.04,18,13,4,NO,0.79,15,,,,,,
2023-01-09,,ITBEES,ETF - IT,29.87,,29.46,30.27,,1.39,-1.32,17,14,10,NO,0.04,16,,,,,,
2023-01-09,,MID150BEES,ETF - MidCap,122.01,,119.78,124.96,,1.86,-2.36,19,11,15,NO,-0.25,17,,,,,,
2023-01-09,,MNC,ETF - MNC,19.84,,19.69,20.6,,0.76,-3.69,20,15,21,NO,-1.46,18,,,,,,
2023-01-09,,FINIETF,ETF - Fin Services Ex-Bank,16.75,,,17.03,,,-1.64,15,22,11,NO,-1.64,19,,,,,,
2023-01-09,,AUTOBEES,ETF - Auto,128.85,,133.23,129.9,,-3.29,-0.81,12,20,9,NO,-2.05,20,,,,,,
2023-01-09,,TNIDETF,ETF - Digital,55.04,,55.91,56.76,,-1.56,-3.03,22,18,18,NO,-2.29,21,,,,,,
2023-01-09,,CONSUMBEES,ETF - Consumption,82.76,,85.74,85.62,,-3.48,-3.34,13,21,20,NO,-3.41,22,,,,,,
2023-01-10,,PSUBNKBEES,ETF - PSU Bank,46.52,28.93,38.27,50.09,60.8,21.56,-7.13,1,1,22,YES,25.08,1,YES,,,,,
2023-01-10,,GOLDBEES,ETF - GOLD,47.96,41.56,43.23,46.16,15.4,10.94,3.9,5,3,1,YES,10.08,2,,,,,,
2023-01-10,,ICICIB22,ETF - Bharat 22 Index,57.51,46.03,56.02,58.47,24.94,2.66,-1.64,2,4,7,YES,8.65,3,YES,,,,,
2023-01-10,,CPSEETF,ETF - CPSE,37.81,30.81,38.0,38.69,22.72,-0.5,-2.27,3,15,8,YES,6.65,4,YES,,,,,
2023-01-10,,FMCGIETF,ETF - FMCG,45.63,37.93,45.1,47.21,20.3,1.18,-3.35,4,10,13,YES,6.04,5,,,,,,
2023-01-10,,BANKBEES,ETF - Bank,426.09,379.09,417.25,444.71,12.4,2.12,-4.19,7,6,21,YES,3.44,6,YES,,,,,
2023-01-10,,PVTBANIETF,ETF - Pvt Bank,21.24,18.87,20.99,22.1,12.56,1.19,-3.89,6,9,17,YES,3.29,7,YES,,,,,
2023-01-10,,NIFTYBEES,ETF - Top 50,196.13,193.34,196.27,203.77,1.44,-0.07,-3.75,8,13,16,YES,-0.79,8,,,,,,
2023-01-10,,LOWVOLIETF,ETF - Top 100,14.3,14.3,14.2,14.76,0.0,0.7,-3.12,9,11,10,YES,-0.8,9,,,,,,
2023-01-10,,JUNIORBEES,ETF - Next 50,445.12,447.16,449.47,463.23,-0.46,-0.97,-3.91,10,17,18,YES,-1.78,10,,,,,,
2023-01-10,,PHARMABEES,ETF - Pharma,12.86,14.05,13.31,12.92,-8.47,-3.38,-0.46,11,19,5,YES,-4.11,11,,,,,,
2023-01-10,,SILVERBEES,ETF - SILVER,67.08,,57.11,66.09,,17.46,1.5,21,2,2,NO,9.48,12,,,,,,
2023-01-10,,GILT5YBEES,ETF - Fixed Income,50.48,,49.52,50.31,,1.94,0.34,16,7,3,NO,1.14,13,,,,,,
2023-01-10,,LTGILTBEES,ETF - Fixed Income,23.1,,22.61,23.09,,2.17,0.04,18,5,4,NO,1.11,14,,,,,,
2023-01-10,,DIVOPPBEES,ETF - Dividend Opportunities 50,47.8,,46.93,48.97,,1.85,-2.39,14,8,9,NO,-0.27,15,,,,,,
2023-01-10,,MID150BEES,ETF - MidCap,121.2,,120.63,125.36,,0.47,-3.32,19,12,12,NO,-1.42,16,,,,,,
2023-01-10,,MNC,ETF - MNC,19.82,,19.9,20.51,,-0.4,-3.36,20,14,14,NO,-1.88,17,,,,,,
2023-01-10,,ITBEES,ETF - IT,29.62,,29.81,30.59,,-0.64,-3.17,17,16,11,NO,-1.9,18,,,,,,
2023-01-10,,AUTOBEES,ETF - Auto,129.38,,135.41,130.71,,-4.45,-1.02,12,20,6,NO,-2.74,19,,,,,,
2023-01-10,,TNIDETF,ETF - Digital,55.17,,56.1,57.47,,-1.66,-4.0,22,18,19,NO,-2.83,20,,,,,,
2023-01-10,,FINIETF,ETF - Fin Services Ex-Bank,16.54,,,17.18,,,-3.73,15,22,15,NO,-3.73,21,,,,,,
2023-01-10,,CONSUMBEES,ETF - Consumption,82.24,,86.77,85.68,,-5.22,-4.01,13,21,20,NO,-4.62,22,,,,,,
2023-01-11,,PSUBNKBEES,ETF - PSU Bank,46.83,29.08,38.19,50.35,61.04,22.62,-6.99,1,1,22,YES,25.56,1,YES,,,,,
2023-01-11,,GOLDBEES,ETF - GOLD,48.02,41.24,43.31,46.54,16.44,10.88,3.18,5,3,1,YES,10.17,2,,,,,,
2023-01-11,,ICICIB22,ETF - Bharat 22 Index,57.58,46.12,56.33,58.9,24.85,2.22,-2.24,2,6,7,YES,8.28,3,YES,,,,,
2023-01-11,,FMCGIETF,ETF - FMCG,45.12,37.75,45.42,46.83,19.52,-0.66,-3.65,4,11,11,YES,5.07,4,,,,,,
2023-01-11,,CPSEETF,ETF - CPSE,37.56,30.81,38.78,39.16,21.91,-3.15,-4.09,3,17,17,YES,4.89,5,YES,,,,,
2023-01-11,,BANKBEES,ETF - Bank,428.0,378.19,417.4,444.84,13.17,2.54,-3.79,7,4,13,YES,3.97,6,YES,,,,,
2023-01-11,,PVTBANIETF,ETF - Pvt Bank,21.35,18.82,20.95,22.2,13.44,1.91,-3.83,6,8,15,YES,3.84,7,YES,,,,,
2023-01-11,,NIFTYBEES,ETF - Top 50,196.13,191.92,197.98,204.35,2.19,-0.93,-4.02,8,13,16,YES,-0.92,8,,,,,,
2023-01-11,,LOWVOLIETF,ETF - Top 100,14.18,14.17,14.45,14.74,0.07,-1.87,-3.8,9,15,14,YES,-1.87,9,,,,,,
2023-01-11,,JUNIORBEES,ETF - Next 50,442.8,446.91,454.77,465.09,-0.92,-2.63,-4.79,10,16,19,YES,-2.78,10,,,,,,
2023-01-11,,PHARMABEES,ETF - Pharma,12.8,13.99,13.6,12.98,-8.51,-5.88,-1.39,11,20,5,YES,-5.26,11,,,,,,
2023-01-11,,SILVERBEES,ETF - SILVER,67.54,,58.42,66.68,,15.61,1.29,21,2,2,NO,8.45,12,,,,,,
2023-01-11,,LTGILTBEES,ETF - Fixed Income,23.12,,22.57,23.13,,2.44,-0.04,18,5,4,NO,1.2,13,,,,,,
2023-01-11,,GILT5YBEES,ETF - Fixed Income,50.52,,49.55,50.41,,1.96,0.22,16,7,3,NO,1.09,14,,,,,,
2023-01-11,,DIVOPPBEES,ETF - Dividend Opportunities 50,47.93,,47.45,49.05,,1.01,-2.28,14,9,8,NO,-0.64,15,,,,,,
2023-01-11,,MNC,ETF - MNC,19.89,,20.0,20.57,,-0.55,-3.31,20,10,9,NO,-1.93,16,,,,,,
2023-01-11,,MID150BEES,ETF - MidCap,121.19,,122.24,125.94,,-0.86,-3.77,19,12,12,NO,-2.32,17,,,,,,
2023-01-11,,ITBEES,ETF - IT,29.82,,30.36,30.86,,-1.78,-3.37,17,14,10,NO,-2.57,18,,,,,,
2023-01-11,,AUTOBEES,ETF - Auto,129.03,,135.21,131.59,,-4.57,-1.95,12,19,6,NO,-3.26,19,,,,,,
2023-01-11,,TNIDETF,ETF - Digital,54.79,,57.1,57.8,,-4.05,-5.21,22,18,21,NO,-4.63,20,,,,,,
2023-01-11,,FINIETF,ETF - Fin Services Ex-Bank,16.49,,,17.31,,,-4.74,15,22,18,NO,-4.74,21,,,,,,
2023-01-11,,CONSUMBEES,ETF - Consumption,81.31,,87.08,85.65,,-6.63,-5.07,13,21,20,NO,-5.85,22,,,,,,
2023-01-12,,PSUBNKBEES,ETF - PSU Bank,46.67,29.29,37.84,49.48,59.34,23.34,-5.68,1,1,22,YES,25.66,1,YES,,,,,
2023-01-12,,GOLDBEES,ETF - GOLD,47.95,41.09,43.5,46.03,16.7,10.23,4.17,5,3,1,YES,10.37,2,,,,,,
2023-01-12,,ICICIB22,ETF - Bharat 22 Index,57.4,46.17,56.53,58.51,24.32,1.54,-1.9,2,8,9,YES,7.99,3,YES,,,,,
2023-01-12,,CPSEETF,ETF - CPSE,37.59,31.09,38.66,38.87,20.91,-2.77,-3.29,3,17,14,YES,4.95,4,YES,,,,,
2023-01-12,,FMCGIETF,ETF - FMCG,44.94,37.9,45.38,46.61,18.58,-0.97,-3.58,4,12,15,YES,4.67,5,,,,,,
2023-01-12,,BANKBEES,ETF - Bank,426.3,380.31,415.86,439.69,12.09,2.51,-3.05,7,5,12,YES,3.85,6,YES,,,,,
2023-01-12,,PVTBANIETF,ETF - Pvt Bank,21.23,18.81,20.93,22.02,12.87,1.43,-3.59,6,9,16,YES,3.57,7,YES,,,,,
