Date,Scrip,Sector,Close,Return_252d_%,Return_50d_%,Return_20d_%,Rank_252d,Rank_50d,Rank_20d,Combined_Score_%,Overall_Rank,In_Portfolio,Sharpe_252d,RSI_14,Volatility_%,EMA200,Above_EMA200
2023-07-03,LOWVOLIETF,ETF - Top 100,15.66,21.58,11.06,3.71,8,4,7,12.12,9,,2.0,78.7,10.0,14.53,YES
2023-07-03,TNIDETF,ETF - Digital,60.65,13.3,18.09,4.93,12,1,3,12.11,10,,0.77,73.4,18.5,56.22,YES
2023-07-03,GILT5YBEES,ETF - Fixed Income,52.45,8.37,1.33,-0.21,13,11,11,3.16,11,,2.91,45.2,2.8,51.2,YES
2023-07-03,GOLDBEES,ETF - GOLD,49.56,13.51,-4.03,-3.43,11,12,12,2.02,12,,1.17,29.6,11.4,48.51,YES
2023-07-03,SILVERBEES,ETF - SILVER,68.5,15.46,-8.14,-4.17,10,13,13,1.05,13,,0.76,33.6,22.2,66.41,YES
2023-08-01,PSUBNKBEES,ETF - PSU Bank,51.06,65.94,15.83,5.71,1,1,4,29.16,1,YES,2.0,61.1,27.1,43.57,YES
2023-08-01,CPSEETF,ETF - CPSE,47.95,44.86,12.96,8.61,2,4,1,22.14,2,YES,2.69,82.2,14.1,40.98,YES
2023-08-01,ICICIB22,ETF - Bharat 22 Index,71.31,44.09,13.99,5.99,3,2,3,21.36,3,YES,3.11,83.7,12.0,61.32,YES
2023-08-01,SILVERBEES,ETF - SILVER,73.37,33.76,2.36,6.3,4,11,2,14.14,4,,1.43,67.1,22.1,67.71,YES
2023-08-01,LOWVOLIETF,ETF - Top 100,16.33,20.34,10.64,3.81,8,6,5,11.6,5,,1.92,74.2,9.9,14.74,YES
2023-08-01,PVTBANIETF,ETF - Pvt Bank,23.29,26.44,5.19,1.66,5,9,9,11.1,6,YES,1.68,67.5,14.6,21.61,YES
2023-08-01,FMCGIETF,ETF - FMCG,54.23,25.36,7.32,-0.18,6,8,13,10.83,7,,1.99,44.3,11.7,49.29,YES
2023-08-01,TNIDETF,ETF - Digital,62.55,15.41,13.27,3.15,11,3,7,10.61,8,,0.89,71.0,18.0,56.92,YES
2023-08-01,NIFTYBEES,ETF - Top 50,217.23,19.71,8.21,1.96,9,7,8,9.96,9,,1.72,65.1,10.8,200.16,YES
2023-08-01,BANKBEES,ETF - Bank,463.54,25.18,4.1,0.28,7,10,12,9.86,10,YES,1.69,65.5,13.9,432.14,YES
2023-08-01,JUNIORBEES,ETF - Next 50,479.27,13.1,10.65,3.32,12,5,6,9.02,11,,0.98,69.3,13.5,440.92,YES
2023-08-01,GOLDBEES,ETF - GOLD,50.69,16.26,-2.48,1.62,10,13,10,5.13,12,,1.42,62.7,11.0,48.9,YES
2023-08-01,GILT5YBEES,ETF - Fixed Income,52.59,6.74,0.32,0.29,13,12,11,2.45,13,,2.64,58.1,2.5,51.37,YES
2023-09-01,PSUBNKBEES,ETF - PSU Bank,50.48,52.69,10.73,1.9,1,2,5,21.77,1,YES,1.72,48.9,26.7,45.97,YES
2023-09-01,CPSEETF,ETF - CPSE,49.41,34.6,12.19,6.19,3,1,1,17.66,2,YES,2.18,68.4,14.1,42.52,YES
2023-09-01,ICICIB22,ETF - Bharat 22 Index,71.59,36.0,8.01,2.61,2,3,4,15.54,3,YES,2.59,61.4,12.2,63.42,YES
2023-09-01,SILVERBEES,ETF - SILVER,73.55,32.38,6.04,3.39,4,5,3,13.94,4,,1.4,86.8,21.8,69.01,YES
2023-09-01,TNIDETF,ETF - Digital,64.66,11.66,7.11,4.71,11,4,2,7.82,5,,0.71,64.7,17.8,58.54,YES
2023-09-01,PVTBANIETF,ETF - Pvt Bank,23.08,16.04,3.82,1.32,6,7,6,7.06,6,YES,1.12,59.7,14.2,22.02,YES
2023-09-01,FMCGIETF,ETF - FMCG,52.9,21.53,-1.1,-1.34,5,14,14,6.36,7,,1.73,48.2,11.6,50.18,YES
2023-09-01,LOWVOLIETF,ETF - Top 100,16.1,13.94,4.01,0.06,8,6,10,6.0,8,,1.41,43.9,9.6,15.1,YES
2023-09-01,BANKBEES,ETF - Bank,452.8,14.68,1.63,-0.21,7,10,11,5.36,9,YES,1.08,52.8,13.5,440.03,YES
2023-09-01,NIFTYBEES,ETF - Top 50,214.27,11.65,3.58,0.33,12,8,9,5.19,10,,1.11,49.2,10.4,204.58,YES
2023-09-01,GOLDBEES,ETF - GOLD,50.37,13.7,0.56,-0.34,9,13,12,4.64,11,,1.24,56.6,10.8,49.36,YES
2023-09-01,MNC,ETF - MNC,22.02,13.1,0.82,-1.08,10,11,13,4.28,12,,0.82,52.9,16.8,20.89,YES
2023-09-01,JUNIORBEES,ETF - Next 50,476.02,4.67,2.51,1.2,14,9,7,2.79,13,,0.41,53.4,13.2,449.17,YES
2023-09-01,GILT5YBEES,ETF - Fixed Income,52.85,6.57,0.67,0.55,13,12,8,2.6,14,,2.82,70.2,2.3,51.74,YES
2023-10-03,PSUBNKBEES,ETF - PSU Bank,59.8,82.87,18.02,18.46,1,2,1,39.79,1,YES,2.38,70.3,26.9,48.79,YES
2023-10-03,CPSEETF,ETF - CPSE,52.88,53.05,18.11,7.02,2,1,2,26.06,2,YES,3.02,50.3,14.5,44.3,YES
2023-10-03,ICICIB22,ETF - Bharat 22 Index,75.73,47.33,9.9,5.78,3,3,3,21.0,3,YES,3.36,53.8,11.8,65.74,YES
2023-10-03,TNIDETF,ETF - Digital,66.49,23.24,6.3,2.83,4,4,4,10.79,4,,1.3,41.5,17.2,59.94,YES
2023-10-03,LOWVOLIETF,ETF - Top 100,16.13,17.14,-0.62,0.19,8,7,9,5.57,5,,1.77,33.9,9.2,15.38,YES
2023-10-03,PVTBANIETF,ETF - Pvt Bank,22.99,17.18,-1.96,-0.39,7,10,12,4.94,6,YES,1.29,33.3,13.0,22.34,YES
2023-10-03,NIFTYBEES,ETF - Top 50,215.57,15.77,-1.79,0.61,9,9,5,4.86,7,,1.57,32.2,9.6,207.4,YES
2023-10-03,FMCGIETF,ETF - FMCG,52.96,18.32,-5.31,0.11,6,13,10,4.37,8,,1.58,38.0,11.0,51.07,YES
2023-10-03,BANKBEES,ETF - Bank,452.07,15.46,-3.64,-0.16,10,11,11,3.89,9,YES,1.22,32.5,12.4,445.5,YES
2023-10-03,MNC,ETF - MNC,22.09,12.47,-1.16,0.32,12,8,8,3.88,10,,0.77,38.9,17.1,21.2,YES
2023-10-03,JUNIORBEES,ETF - Next 50,478.28,6.87,1.74,0.47,14,5,6,3.03,11,,0.59,28.7,12.5,455.74,YES
2023-10-03,GILT5YBEES,ETF - Fixed Income,53.06,7.78,0.8,0.4,13,6,7,2.99,12,,3.49,65.5,2.2,52.0,YES
2023-10-03,GOLDBEES,ETF - GOLD,48.83,14.52,-4.4,-3.06,11,12,13,2.35,13,,1.33,22.9,10.6,49.61,NO
2023-10-03,SILVERBEES,ETF - SILVER,67.73,22.57,-9.4,-7.91,5,14,14,1.75,14,,1.05,36.1,21.5,69.85,NO
2023-11-01,CPSEETF,ETF - CPSE,52.71,42.15,12.1,-0.32,2,1,4,17.98,1,YES,2.48,48.2,14.6,45.78,YES
2023-11-01,PSUBNKBEES,ETF - PSU Bank,54.91,44.5,7.27,-8.18,1,2,14,14.53,2,YES,1.51,37.5,26.7,49.62,YES
2023-11-01,ICICIB22,ETF - Bharat 22 Index,73.53,33.52,6.35,-2.91,3,3,11,12.32,3,YES,2.58,35.7,11.5,67.27,YES
2023-11-01,GOLDBEES,ETF - GOLD,51.76,19.9,4.04,6.0,5,4,1,9.98,4,YES,1.83,83.0,10.2,49.98,YES
2023-11-01,SILVERBEES,ETF - SILVER,69.71,23.34,0.11,2.92,4,8,2,8.79,5,YES,1.15,51.1,20.0,69.94,NO
2023-11-01,FMCGIETF,ETF - FMCG,52.57,17.92,-1.02,-0.74,6,11,6,5.39,6,,1.63,29.9,10.5,51.3,YES
2023-11-01,TNIDETF,ETF - Digital,64.56,15.22,3.54,-2.9,7,5,10,5.29,7,,0.92,19.5,17.1,60.8,YES
2023-11-01,LOWVOLIETF,ETF - Top 100,16.05,14.89,-0.12,-0.5,8,10,5,4.76,8,,1.61,37.5,8.9,15.48,YES
2023-11-01,MNC,ETF - MNC,21.76,11.82,0.0,-1.49,9,9,7,3.44,9,,0.72,38.6,17.7,21.3,YES
2023-11-01,GILT5YBEES,ETF - Fixed Income,53.15,7.4,1.01,0.17,11,6,3,2.86,10,,3.46,67.2,2.1,52.21,YES
2023-11-01,NIFTYBEES,ETF - Top 50,209.99,9.09,-1.41,-2.59,10,12,8,1.7,11,,0.99,21.9,9.2,207.81,YES
2023-11-01,JUNIORBEES,ETF - Next 50,465.24,4.87,0.2,-2.73,14,7,9,0.78,12,,0.45,35.2,12.3,456.59,YES
2023-11-01,PVTBANIETF,ETF - Pvt Bank,22.12,5.64,-2.08,-3.78,12,13,13,-0.08,13,,0.52,25.9,11.8,22.29,NO
2023-11-01,BANKBEES,ETF - Bank,436.45,5.07,-2.25,-3.46,13,14,12,-0.21,14,,0.48,24.4,11.6,443.26,NO
2023-12-01,CPSEETF,ETF - CPSE,59.07,53.03,13.79,12.07,1,1,1,26.3,1,YES,3.0,94.3,14.6,47.7,YES
2023-12-01,ICICIB22,ETF - Bharat 22 Index,81.78,44.16,9.48,11.22,2,2,2,21.62,2,YES,3.2,87.9,11.7,69.19,YES
2023-12-01,SILVERBEES,ETF - SILVER,75.21,22.37,6.33,7.89,6,3,6,12.2,3,YES,1.12,79.6,19.8,70.18,YES
2023-12-01,TNIDETF,ETF - Digital,70.54,23.0,3.52,9.26,5,8,4,11.93,4,,1.33,78.6,16.6,62.44,YES
2023-12-01,PSUBNKBEES,ETF - PSU Bank,57.06,27.28,1.69,3.92,3,10,12,10.96,5,YES,1.05,59.2,26.2,50.4,YES
2023-12-01,LOWVOLIETF,ETF - Top 100,17.35,20.15,4.58,8.1,7,6,5,10.94,6,,2.13,87.7,8.8,15.7,YES
2023-12-01,FMCGIETF,ETF - FMCG,55.65,23.07,3.88,5.86,4,7,8,10.94,7,,2.03,78.9,10.5,51.99,YES
2023-12-01,JUNIORBEES,ETF - Next 50,515.56,13.98,5.43,10.82,10,5,3,10.07,8,,1.12,90.0,12.4,459.26,YES
2023-12-01,GOLDBEES,ETF - GOLD,53.29,18.32,6.32,2.96,8,4,13,9.2,9,YES,1.7,79.7,10.2,50.48,YES
2023-12-01,MNC,ETF - MNC,23.0,15.06,2.27,5.7,9,9,9,7.67,10,,0.88,72.7,17.7,21.48,YES
2023-12-01,NIFTYBEES,ETF - Top 50,223.75,10.92,0.53,6.55,11,12,7,6.0,11,,1.19,91.6,9.0,209.46,YES
2023-12-01,PVTBANIETF,ETF - Pvt Bank,23.22,7.45,-2.64,4.97,12,13,10,3.26,12,,0.66,66.4,12.0,22.36,YES
2023-12-01,GILT5YBEES,ETF - Fixed Income,53.55,6.74,0.89,0.75,13,11,14,2.79,13,,3.67,60.8,1.8,52.48,YES
2023-12-01,BANKBEES,ETF - Bank,456.5,4.9,-3.03,4.59,14,14,11,2.16,14,,0.47,70.3,11.6,443.17,YES
2024-01-01,CPSEETF,ETF - CPSE,67.17,78.88,23.07,13.71,1,1,1,38.55,1,YES,3.92,72.6,15.2,51.0,YES
2024-01-01,ICICIB22,ETF - Bharat 22 Index,91.63,61.86,19.33,12.04,2,2,3,31.08,2,YES,3.9,71.1,12.6,72.89,YES
2024-01-01,PSUBNKBEES,ETF - PSU Bank,64.02,39.81,12.81,12.2,3,5,2,21.61,3,YES,1.43,61.9,25.8,52.63,YES
2024-01-01,TNIDETF,ETF - Digital,75.15,36.34,11.88,6.54,4,6,10,18.25,4,YES,1.91,74.6,17.0,64.22,YES
2024-01-01,JUNIORBEES,ETF - Next 50,568.13,26.79,17.71,10.2,7,3,4,18.23,5,YES,1.91,69.9,12.9,474.66,YES
2024-01-01,LOWVOLIETF,ETF - Top 100,18.73,30.52,13.79,7.95,5,4,5,17.42,6,,3.08,85.0,8.8,16.1,YES
2024-01-01,FMCGIETF,ETF - FMCG,59.28,29.15,9.39,6.52,6,8,11,15.02,7,,2.52,87.0,10.4,52.82,YES
2024-01-01,NIFTYBEES,ETF - Top 50,240.35,21.05,9.97,7.42,9,7,7,12.82,8,,2.1,73.5,9.3,213.67,YES
2024-01-01,MNC,ETF - MNC,24.51,22.8,8.74,6.57,8,9,9,12.7,9,,1.3,71.0,17.0,21.85,YES
2024-01-01,BANKBEES,ETF - Bank,491.65,14.24,8.65,7.7,12,10,6,10.2,10,,1.15,60.8,12.3,450.53,YES
2024-01-01,PVTBANIETF,ETF - Pvt Bank,24.8,16.16,7.36,6.8,10,11,8,10.11,11,,1.26,57.4,12.5,22.73,YES
2024-01-01,GOLDBEES,ETF - GOLD,53.74,14.66,6.82,0.84,11,12,13,7.44,12,,1.36,77.7,10.5,50.67,YES
2024-01-01,GILT5YBEES,ETF - Fixed Income,54.24,7.75,2.24,1.29,14,14,12,3.76,13,,4.15,82.9,1.8,52.75,YES
2024-01-01,SILVERBEES,ETF - SILVER,72.48,8.31,3.84,-3.63,13,13,14,2.84,14,,0.5,64.0,19.9,69.87,YES
2024-02-01,CPSEETF,ETF - CPSE,74.76,91.2,30.97,11.17,1,1,2,44.45,1,YES,4.16,75.1,15.9,54.68,YES
2024-02-01,PSUBNKBEES,ETF - PSU Bank,71.82,52.91,27.57,12.71,3,2,1,31.06,2,YES,1.85,81.5,24.6,54.87,YES
2024-02-01,ICICIB22,ETF - Bharat 22 Index,96.11,64.18,22.68,5.15,2,3,3,30.67,3,YES,3.87,66.3,13.1,76.83,YES
2024-02-01,TNIDETF,ETF - Digital,77.82,42.01,11.36,4.22,4,6,4,19.2,4,YES,2.32,61.3,15.7,66.42,YES
2024-02-01,JUNIORBEES,ETF - Next 50,589.92,33.21,18.41,4.1,5,4,5,18.57,5,YES,2.34,61.4,12.6,494.96,YES
2024-02-01,LOWVOLIETF,ETF - Top 100,18.83,31.4,11.49,0.91,6,5,7,14.6,6,,3.03,56.9,9.2,16.63,YES
2024-02-01,MNC,ETF - MNC,24.54,24.7,8.92,0.29,8,8,9,11.3,7,,1.37,58.8,17.2,22.32,YES
2024-02-01,NIFTYBEES,ETF - Top 50,240.03,21.56,10.1,0.34,9,7,8,10.67,8,,2.07,52.2,9.6,218.85,YES
2024-02-01,FMCGIETF,ETF - FMCG,57.13,27.64,4.92,-3.3,7,10,11,9.75,9,,2.32,41.4,10.8,53.92,YES
2024-02-01,GOLDBEES,ETF - GOLD,53.46,9.64,3.09,-1.02,11,12,10,3.9,10,,0.94,60.4,10.3,51.67,YES
2024-02-01,BANKBEES,ETF - Bank,470.28,9.22,5.7,-3.46,12,9,12,3.82,11,,0.76,38.4,12.7,456.04,YES
2024-02-01,GILT5YBEES,ETF - Fixed Income,54.77,8.18,2.14,0.96,13,13,6,3.76,12,,4.5,90.2,1.8,53.19,YES
2024-02-01,PVTBANIETF,ETF - Pvt Bank,23.6,10.28,4.06,-3.75,10,11,13,3.53,13,,0.82,38.3,13.0,22.99,YES
2024-02-01,SILVERBEES,ETF - SILVER,69.98,3.54,-3.17,-4.15,14,14,14,-1.26,14,,0.28,44.6,19.5,71.55,NO
2024-03-01,CPSEETF,ETF - CPSE,81.58,109.02,25.62,5.16,1,1,3,46.6,1,YES,4.26,75.1,17.7,59.66,YES
2024-03-01,PSUBNKBEES,ETF - PSU Bank,78.44,91.08,22.54,6.66,2,2,1,40.1,2,YES,2.86,69.0,23.7,59.36,YES
2024-03-01,ICICIB22,ETF - Bharat 22 Index,102.58,75.26,14.78,4.31,3,3,4,31.45,3,YES,4.08,76.0,14.0,81.61,YES
2024-03-01,JUNIORBEES,ETF - Next 50,632.47,55.9,13.61,6.31,5,4,2,25.27,4,YES,3.84,78.4,11.8,521.18,YES
2024-03-01,HDFCSML250,ETF - SmallCap,150.85,61.37,8.44,-1.29,4,5,14,22.84,5,,3.64,65.4,13.4,128.41,YES
2024-03-01,TNIDETF,ETF - Digital,79.84,41.08,6.37,2.48,6,8,8,16.64,6,YES,2.31,65.5,15.4,68.99,YES
2024-03-01,LOWVOLIETF,ETF - Top 100,19.67,37.94,8.31,3.53,7,6,6,16.59,7,,3.54,69.9,9.2,17.23,YES
2024-03-01,MNC,ETF - MNC,25.52,31.28,7.18,4.25,8,7,5,14.24,8,,1.7,75.7,16.9,22.97,YES
2024-03-01,NIFTYBEES,ETF - Top 50,246.85,26.42,4.29,2.3,9,9,9,11.0,9,,2.49,71.9,9.6,224.31,YES
2024-03-01,FMCGIETF,ETF - FMCG,56.35,20.28,-0.63,-1.23,10,12,12,6.14,10,,1.79,64.1,10.6,54.79,YES
2024-03-01,BANKBEES,ETF - Bank,481.2,16.82,-1.51,2.55,11,13,7,5.95,11,,1.31,75.9,12.5,461.89,YES
2024-03-01,PVTBANIETF,ETF - Pvt Bank,23.67,14.9,-4.25,0.81,12,14,10,3.82,12,,1.11,74.7,13.4,23.19,YES
2024-03-01,GILT5YBEES,ETF - Fixed Income,54.95,8.34,1.55,0.24,14,10,11,3.38,13,,4.79,72.0,1.7,53.57,YES
2024-03-01,GOLDBEES,ETF - GOLD,52.9,9.61,0.59,-1.27,13,11,13,2.98,14,,0.99,52.1,9.8,51.95,YES
2024-03-01,SILVERBEES,ETF - SILVER,68.84,5.71,-4.89,-2.75,15,15,15,-0.64,15,,0.39,43.0,19.1,70.83,NO
2024-04-01,CPSEETF,ETF - CPSE,81.37,104.96,16.53,1.6,1,2,11,41.03,1,YES,3.78,42.8,19.5,62.96,YES
2024-04-01,PSUBNKBEES,ETF - PSU Bank,78.71,96.33,19.84,3.66,2,1,5,39.94,2,YES,2.99,41.4,23.5,62.42,YES
2024-04-01,ICICIB22,ETF - Bharat 22 Index,102.36,74.02,9.49,2.27,3,6,8,28.59,3,YES,3.72,43.6,15.2,84.92,YES
2024-04-01,JUNIORBEES,ETF - Next 50,655.78,64.73,12.58,5.55,5,3,4,27.62,4,YES,4.0,55.7,12.7,541.66,YES
2024-04-01,HDFCSML250,ETF - SmallCap,147.66,65.59,1.18,-1.42,4,12,15,21.78,5,,3.58,47.5,14.4,131.47,YES
2024-04-01,MNC,ETF - MNC,26.62,41.15,10.23,5.59,8,4,3,18.99,6,,2.26,65.6,15.8,23.51,YES
2024-04-01,TNIDETF,ETF - Digital,79.56,47.94,2.12,-0.11,6,9,14,16.65,7,YES,2.95,51.2,13.6,70.95,YES
2024-04-01,LOWVOLIETF,ETF - Top 100,19.77,42.44,4.33,1.75,7,8,10,16.17,8,,3.83,47.9,9.4,17.67,YES
2024-04-01,NIFTYBEES,ETF - Top 50,248.19,33.29,1.69,2.11,9,10,9,12.36,9,,3.12,48.8,9.4,228.21,YES
2024-04-01,GOLDBEES,ETF - GOLD,58.32,14.56,9.52,10.87,13,5,1,11.65,10,,1.42,73.2,9.9,52.4,YES
2024-04-01,BANKBEES,ETF - Bank,485.1,22.05,-1.1,3.42,10,13,6,8.12,11,,1.73,47.4,11.9,465.03,YES
2024-04-01,SILVERBEES,ETF - SILVER,74.03,9.53,5.38,8.85,14,7,2,7.92,12,,0.59,66.5,18.4,70.97,YES
2024-04-01,PVTBANIETF,ETF - Pvt Bank,23.71,20.05,-4.32,3.09,12,14,7,6.27,13,,1.48,46.2,12.9,23.24,YES
2024-04-01,FMCGIETF,ETF - FMCG,56.05,20.51,-4.37,0.27,11,15,13,5.47,14,,1.78,45.4,10.8,55.16,YES
2024-04-01,GILT5YBEES,ETF - Fixed Income,55.19,7.88,1.3,0.49,15,11,12,3.22,15,,4.73,59.0,1.6,53.85,YES
2024-05-02,CPSEETF,ETF - CPSE,88.13,115.11,12.44,8.31,1,4,1,45.29,1,YES,4.05,76.1,19.4,67.14,YES
2024-05-02,PSUBNKBEES,ETF - PSU Bank,84.16,96.09,9.63,6.92,2,6,3,37.55,2,YES,2.99,67.4,23.5,66.22,YES
2024-05-02,JUNIORBEES,ETF - Next 50,700.57,72.43,14.48,6.83,5,3,4,31.25,3,YES,4.33,75.5,12.8,566.95,YES
2024-05-02,ICICIB22,ETF - Bharat 22 Index,108.3,78.45,9.09,5.8,3,7,6,31.11,4,YES,3.86,68.8,15.3,88.89,YES
2024-05-02,HDFCSML250,ETF - SmallCap,159.13,73.68,6.87,7.77,4,9,2,29.44,5,,4.02,75.7,14.0,136.41,YES
2024-05-02,MNC,ETF - MNC,27.62,42.74,10.61,3.76,7,5,8,19.04,6,,2.32,70.8,15.9,24.19,YES
2024-05-02,TNIDETF,ETF - Digital,79.15,53.48,1.55,-0.52,6,12,14,18.17,7,YES,3.3,30.9,13.2,72.82,YES
2024-05-02,GOLDBEES,ETF - GOLD,60.85,18.64,16.79,4.34,10,1,7,13.26,8,,1.72,52.3,10.3,53.83,YES
2024-05-02,LOWVOLIETF,ETF - Top 100,19.52,38.15,0.67,-1.26,8,15,15,12.52,9,,3.5,45.3,9.4,18.07,YES
2024-05-02,NIFTYBEES,ETF - Top 50,250.84,30.07,3.85,1.07,9,11,12,11.66,10,,2.86,50.3,9.4,232.95,YES
2024-05-02,BANKBEES,ETF - Bank,501.31,17.78,7.32,3.34,12,8,9,9.48,11,,1.41,54.7,12.1,471.16,YES
2024-05-02,SILVERBEES,ETF - SILVER,78.43,6.07,15.47,5.94,15,2,5,9.16,12,,0.41,36.6,18.6,72.29,YES
2024-05-02,PVTBANIETF,ETF - Pvt Bank,24.4,15.75,6.23,2.91,13,10,10,8.3,13,,1.19,52.8,13.0,23.46,YES
2024-05-02,FMCGIETF,ETF - FMCG,56.66,17.99,1.4,1.09,11,13,11,6.83,14,,1.59,60.2,10.7,55.56,YES
2024-05-02,GILT5YBEES,ETF - Fixed Income,55.37,6.73,1.28,0.33,14,14,13,2.78,15,,3.97,67.1,1.6,54.09,YES
2024-06-03,CPSEETF,ETF - CPSE,98.67,132.88,29.3,11.28,1,1,2,57.82,1,YES,3.99,82.4,21.8,71.69,YES
2024-06-03,PSUBNKBEES,ETF - PSU Bank,89.71,102.46,19.5,7.5,2,4,3,43.15,2,YES,2.94,86.2,25.1,68.9,YES
2024-06-03,ICICIB22,ETF - Bharat 22 Index,115.85,84.98,19.1,7.39,3,5,4,37.15,3,YES,3.71,86.1,17.0,92.7,YES
2024-06-03,JUNIORBEES,ETF - Next 50,750.2,72.75,21.4,7.12,4,2,5,33.76,4,YES,4.0,83.0,13.9,595.49,YES
2024-06-03,HDFCSML250,ETF - SmallCap,160.45,64.23,14.72,1.09,5,7,11,26.68,5,,3.46,79.2,14.7,140.97,YES
2024-06-03,MNC,ETF - MNC,29.58,44.36,16.92,3.54,6,6,8,21.61,6,,2.23,65.8,17.1,25.09,YES
2024-06-03,SILVERBEES,ETF - SILVER,88.12,26.03,21.16,12.03,10,3,1,19.74,7,,1.24,64.7,20.2,75.06,YES
2024-06-03,LOWVOLIETF,ETF - Top 100,20.05,36.21,2.77,3.24,8,12,9,14.07,8,,3.12,68.3,10.1,18.4,YES
2024-06-03,TNIDETF,ETF - Digital,78.12,41.21,-0.98,-0.52,7,15,15,13.24,9,YES,2.63,55.7,13.5,74.42,YES
2024-06-03,NIFTYBEES,ETF - Top 50,258.14,28.42,5.88,3.77,9,11,7,12.69,10,,2.57,78.7,9.9,236.52,YES
2024-06-03,BANKBEES,ETF - Bank,522.61,17.34,10.25,4.79,12,8,6,10.79,11,,1.32,81.3,12.7,475.5,YES
2024-06-03,GOLDBEES,ETF - GOLD,60.59,17.81,8.72,0.18,11,9,14,8.9,12,,1.59,44.8,10.7,55.29,YES
2024-06-03,PVTBANIETF,ETF - Pvt Bank,24.96,12.58,7.12,2.89,13,10,10,7.53,13,,0.97,74.7,13.2,23.6,YES
2024-06-03,FMCGIETF,ETF - FMCG,56.58,11.71,0.5,0.25,14,14,13,4.15,14,,1.04,39.1,11.3,55.74,YES
2024-06-03,GILT5YBEES,ETF - Fixed Income,55.95,6.86,1.62,0.94,15,13,12,3.14,15,,3.95,68.8,1.7,54.43,YES
2024-07-01,CPSEETF,ETF - CPSE,93.94,116.35,11.11,2.41,1,5,10,43.29,1,YES,3.17,68.3,25.4,75.73,YES
